spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,synthetic,nonsynthetic,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,year,change,how,Grower,mi,NonSynthetic,Synthetic,Mixture
168,132,0.03,0,0,1,0,0,3,3,3,2014,0,S → S,7,1,0.921908462,0.075833361,0.002258177
184,132,0.03,0,0,0,1,0,3,3,3,2014,1,S → N,7,1,0.91694286,0.080611209,0.002445931
154,132,0.01,0,0,1,0,0,4,1,1,2014,1,N → S,7,1,0.715769025,0.271769417,0.012461558
168,132,0,0,0,1,0,0,4,1,1,2014,0,S → S,7,0,0.609822653,0.370423891,0.019753456
154,135,0.13,0,0,1,0,0.04,2,3,3,2014,1,N → S,7,1,0.287770514,0.660929183,0.051300303
164,135,0.16,0,0,1,0,0.04,2,3,3,2014,0,S → S,7,1,0.274063901,0.67273052,0.053205579
181,135,0.16,0,0,0,1,0.04,2,3,3,2014,1,S → N,7,1,0.894796962,0.103338412,0.001864627
154,132,0,0,0,1,0,0,1,3,3,2014,1,N → S,7,0,0.888337294,0.109646768,0.002015937
167,132,0.01,0,0,1,0,0,1,3,3,2014,0,S → S,7,1,0.646040112,0.344391119,0.009568769
154,132,0,0,0,1,0,0,1,1,1,2014,1,N → S,7,0,0.533048853,0.452609945,0.014341202
167,132,0,0,0,1,0,0,1,1,1,2014,0,S → S,7,0,0.267059821,0.702322936,0.030617243
180,132,0,0,0,1,1,0,1,1,1,2014,1,S → M,7,0,0.93110981,0.067674927,0.001215263
155,134,0,0,0,1,0,0,3,3,3,2014,1,N → S,7,0,0.926697271,0.071985568,0.001317161
163,134,0.02,0,0,1,0,0,3,3,3,2014,0,S → S,7,1,0.743622288,0.249479272,0.00689844
184,134,0.02,0,0,0,1,0,3,3,3,2014,1,S → N,7,1,0.642360334,0.346283403,0.011356263
155,134,0,0,0,1,0,0,4,4,4,2014,1,N → S,7,0,0.364301384,0.608254039,0.027444578
163,134,0,0,0,1,0,0,4,4,4,2014,0,S → S,7,0,0.937564126,0.059375979,0.003059895
184,134,0,0,0,0,1,0,4,4,4,2014,1,S → N,7,0,0.933498627,0.063183568,0.003317805
155,134,0,0,0,1,0,0,1,0,0,2014,1,N → S,7,0,0.772309226,0.2112397,0.016451074
163,134,0,0,0,1,0,0,1,0,0,2014,0,S → S,7,0,0.6632381,0.308815483,0.027946417
135,120,0.28,0,0,0,1,0,4,5,0,2014,0,N → N,8,1,0.936076856,0.062753962,0.001169183
142,120,0.28,0,0,0,2,0,4,5,0,2014,0,N → N,8,1,0.931958435,0.066773916,0.001267649
154,120,0.28,0,0,0,2,0,4,5,0,2014,0,N → N,8,1,0.758539071,0.234726853,0.006734076
142,121,1,0,0,0,2,0,3,4,0,2014,0,N → N,8,1,0.566460884,0.417932804,0.015606312
154,121,1,0,0,0,2,0,3,4,0,2014,0,N → N,8,1,0.3226296,0.645432223,0.031938178
132,120,0,0,0,0,1,0,4,1,1,2014,0,N → N,8,0,0.920333449,0.077907162,0.001759389
142,120,0,0,0,0,2,0,4,1,1,2014,0,N → N,8,0,0.763860951,0.228759439,0.00737961
157,120,0,0,0,0,2,0,4,1,1,2014,0,N → N,8,0,0.639730786,0.347232372,0.013036842
134,120,0.02,0,0.01,0,1,0.01,3,3,3,2014,0,N → N,8,1,0.34586933,0.621422377,0.032708293
143,120,0.02,0,0,0,2,0.01,3,3,3,2014,0,N → N,8,1,0.958887927,0.040168097,0.000943976
156,120,0.02,0,0,0,1,0.01,3,3,3,2014,0,N → N,8,1,0.935586706,0.062699663,0.00171363
172,120,0.06,0,0,1,1,0.01,3,3,3,2014,1,N → M,8,1,0.931428965,0.066713168,0.001857866
133,120,0.01,0,0,0,1,0,4,3,3,2014,0,N → N,8,1,0.675582252,0.310095455,0.014322294
142,120,0.01,0,0,0,2,0,4,3,3,2014,0,N → N,8,1,0.398093211,0.565943607,0.035963182
156,120,0.01,0,0,0,2,0,4,3,3,2014,0,N → N,8,1,0.702189263,0.293479659,0.004331077
133,121,0.4,0,0,0,1,0,1,4,0,2014,0,N → N,8,1,0.562631415,0.429711399,0.007657187
143,121,0.4,0,0,0,2,0,1,4,0,2014,0,N → N,8,1,0.958887927,0.040168097,0.000943976
156,121,0.4,0,0,0,1,0,1,4,0,2014,0,N → N,8,1,0.788905854,0.202548463,0.008545683
172,121,0.12,0,0,1,1,0,1,4,0,2014,1,N → M,8,1,0.672105941,0.312582248,0.01531181
182,121,0.12,0,0,1,1,0,1,4,0,2014,0,M → M,8,1,0.378040936,0.581992361,0.039966703
132,121,0.75,0,0,0,1,0,4,4,0,2014,0,N → N,8,1,0.957430821,0.041738033,0.000831145
141,121,0.75,0,0,0,2,0,4,4,0,2014,0,N → N,8,1,0.929429809,0.068974166,0.001596025
153,121,0.75,0,0,0,2,0,4,4,0,2014,0,N → N,8,1,0.891803031,0.105415245,0.002781724
172,121,0.36,0,0,1,1,0,4,4,0,2014,1,N → M,8,1,0.786644476,0.20652893,0.006826594
183,121,0.36,0,0,1,1,0,4,4,0,2014,0,M → M,8,1,0.667148586,0.320076686,0.012774728
132,121,0.49,0,0,0,1,0,3,4,0,2014,0,N → N,8,1,0.342534721,0.621368554,0.036096724
141,121,0.49,0,0,0,2,0,3,4,0,2014,0,N → N,8,1,0.675928087,0.320136997,0.003934916
153,121,0.49,0,0,0,2,0,3,4,0,2014,0,N → N,8,1,0.48352015,0.50864862,0.00783123
172,121,0.48,0,0,1,1,0,3,4,0,2014,1,N → M,8,1,0.255714328,0.729404194,0.014881478
183,121,0.48,0,0,1,1,0,3,4,0,2014,0,M → M,8,1,0.243194836,0.741392523,0.015412641
133,119,0.01,0,0,0,1,0,4,4,4,2014,0,N → N,8,1,0.958887927,0.040168097,0.000943976
143,119,0.01,0,0,0,2,0,4,4,4,2014,0,N → N,8,1,0.779271564,0.211966383,0.008762052
156,119,0.01,0,0,0,1,0,4,4,4,2014,0,N → N,8,1,0.59141949,0.386929444,0.021651065
169,119,0,0,0,1,1,0,4,4,4,2014,1,N → M,8,0,0.375380467,0.582983679,0.041635853
181,119,0,0,0,1,1,0,4,4,4,2014,0,M → M,8,0,0.958887927,0.040168097,0.000943976
135,121,0.89,0,0,0,1,0,3,4,0,2014,0,N → N,8,1,0.943465833,0.055111583,0.001422583
142,121,0.89,0,0,0,2,0,3,4,0,2014,0,N → N,8,1,0.78103676,0.210592725,0.008370515
155,121,0.89,0,0,0,1,0,3,4,0,2014,0,N → N,8,1,0.59141949,0.386929444,0.021651065
170,121,0.22,0,0,1,1,0,3,4,0,2014,1,N → M,8,1,0.391392593,0.568743791,0.039863617
181,121,0.22,0,0,1,1,0,3,4,0,2014,0,M → M,8,1,0.921035493,0.077286256,0.00167825
135,127,0.09,0,0,0,1,0.01,5,3,3,2014,0,N → N,8,1,0.916030602,0.082151698,0.0018177
143,127,0.09,0,0,0,2,0.01,5,3,3,2014,0,N → N,8,1,0.765653993,0.227295582,0.007050426
168,127,0.1,0,0,0,1,0.01,5,3,3,2014,0,N → N,8,1,0.561946108,0.421385136,0.016668756
181,127,0.1,0,0,0,1,0.01,5,3,3,2014,0,N → N,8,1,0.333297453,0.634082516,0.032620031
135,120,0.3,0,0,0,1,0.03,5,5,0,2014,0,N → N,8,1,0.665487259,0.329810394,0.004702348
142,120,0.3,0,0,0,2,0.03,5,5,0,2014,0,N → N,8,1,0.281822627,0.701211181,0.016966192
154,120,0.3,0,0,0,2,0.03,5,5,0,2014,0,N → N,8,1,0.913888616,0.084241449,0.001869935
120,97,0,0,0,0,1,0,5,3,3,2014,0,N → N,8,0,0.760673272,0.232103984,0.007222743
133,97,0.08,0,0,0,1,0,5,3,3,2014,0,N → N,8,1,0.552602473,0.429664664,0.017732863
141,97,0.08,0,0,0,2,0,5,3,3,2014,0,N → N,8,1,0.32483237,0.640774697,0.034392933
155,97,0.08,0,0,0,1,0,5,3,3,2014,0,N → N,8,1,0.941438425,0.055476716,0.003084859
169,97,0.07,0,0,0,1,0,5,3,3,2014,0,N → N,8,1,0.93760435,0.059049891,0.003345759
181,97,0.07,0,0,1,1,0,5,3,3,2014,1,N → M,8,1,0.772025884,0.209993505,0.01798061
135,121,1,0,0.03,0,1,0.2,2,4,0,2014,0,N → N,8,1,0.587226877,0.374213196,0.038559926
142,121,1,0,0,0,2,0.2,2,4,0,2014,0,N → N,8,1,0.570586557,0.38861125,0.040802194
152,121,1,0,0,0,2,0.2,2,4,0,2014,0,N → N,8,1,0.352932124,0.570602411,0.076465464
155,121,1,0,0,0,1,0.2,2,4,0,2014,0,N → N,8,1,0.942323032,0.054803617,0.002873351
169,121,0.89,0,0,1,1,0.2,2,4,0,2014,1,N → M,8,1,0.786731999,0.197610833,0.015657168
172,121,0.89,0,0,1,1,0.2,2,4,0,2014,0,M → M,8,1,0.587226877,0.374213196,0.038559926
183,121,0.89,0,0,1,1,0.2,2,4,0,2014,0,M → M,8,1,0.337397842,0.582995728,0.07960643
143,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.938230564,0.0604405,0.001328935
173,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.776718543,0.216100945,0.007180512
143,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.573367816,0.408283487,0.018348697
173,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.313598486,0.647132215,0.039269299
143,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.936076856,0.062753962,0.001169183
173,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.770600578,0.223117426,0.006281996
143,127,0,0,0,1,0,0,5,2,2,2015,0,S → S,1,0,0.568951721,0.41610763,0.014940649
173,127,0,0,0,1,0,0,5,2,2,2015,0,S → S,1,0,0.917441809,0.080433282,0.00212491
143,127,0.01,0,0,1,0,0,4,1,1,2015,0,S → S,1,1,0.756505375,0.234639874,0.008854751
173,127,0,0,0,1,0,0,4,1,1,2015,0,S → S,1,0,0.609533612,0.372480434,0.017985954
143,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.331299194,0.627043116,0.04165769
173,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.938508155,0.060194026,0.001297819
143,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.777585638,0.215396225,0.007018137
173,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.592255005,0.391156284,0.016588711
143,127,0.24,0,0,1,0,0.005,5,1,1,2015,0,S → S,1,1,0.936359737,0.062498449,0.001141814
173,127,0.03,0,0,1,0,0.005,5,1,1,2015,0,S → S,1,1,0.77146809,0.222391914,0.006139997
143,127,0.6,0,0,1,0,0.01,4,2,2,2015,0,S → S,1,1,0.585336692,0.400548724,0.014114584
173,127,0,0,0,1,0,0.01,4,2,2,2015,0,S → S,1,0,0.370716566,0.602199203,0.027084231
143,127,0.08,0,0,1,0,0,5,2,2,2015,0,S → S,1,1,0.927956126,0.070573808,0.001470066
173,127,0.08,0,0,1,0,0,5,2,2,2015,0,S → S,1,1,0.759400555,0.233389266,0.007210179
143,127,0.15,0,0,1,0,0,5,4,4,2015,0,S → S,1,1,0.646205674,0.341061177,0.012733149
173,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.307605176,0.656068244,0.03632658
143,127,0.03,0,0,1,0,0,4,3,3,2015,0,S → S,1,1,0.915588381,0.082011199,0.002400419
173,127,0,0,0,1,0,0,4,3,3,2015,0,S → S,1,0,0.725859067,0.262735679,0.011405254
143,127,0.35,0,0,1,0,0,3,3,3,2015,0,S → S,1,1,0.607065725,0.374065573,0.018868701
173,127,0.09,0,0,1,0,0,3,3,3,2015,0,S → S,1,1,0.272011141,0.677317938,0.050670921
143,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.932439844,0.064302967,0.003257189
173,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.769458887,0.214431936,0.016109177
143,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.659709572,0.312969568,0.02732086
173,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.992226424,0.00275266,0.005020917
143,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.957765769,0.008145143,0.034089088
173,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.927474129,0.012563361,0.05996251
143,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.826476057,0.024865788,0.148658155
173,127,0,0,0,1,0,0,5,1,1,2015,0,S → S,1,0,0.991633521,0.002995665,0.005370813
143,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.7265679,0.013747563,0.259684536
173,127,0,0,0,1,0,0,5,4,4,2015,0,S → S,1,0,0.491062353,0.020637357,0.488300289
143,127,0,0,0,1,0,0,5,3,3,2015,0,S → S,1,0,0.99481943,0.003167401,0.002013169
173,127,0,0,0,1,0,0,5,3,3,2015,0,S → S,1,0,0.987457462,0.006983049,0.005559489
143,127,0,0,0,1,0,0,5,3,3,2015,0,S → S,1,0,0.97374884,0.013389991,0.01286117
173,127,0,0,0,1,0,0,5,3,3,2015,0,S → S,1,0,0.921876718,0.034372891,0.043750391
98,66,0,0,0,0,1,0,4,4,4,2015,0,N → N,2,0,0.994605746,0.00305634,0.002337914
111,66,0,0,0,0,1,0,4,4,4,2015,0,N → N,2,0,0.984470575,0.007708784,0.007820641
133,66,0.03,0,0,0,1,0,4,4,4,2015,0,N → N,2,1,0.969594034,0.01381335,0.016592616
143,66,0.03,0,0,0,1,0,4,4,4,2015,0,N → N,2,1,0.921092437,0.031150203,0.04775736
171,66,0.8,0,0,1,1,0,4,4,4,2015,1,N → M,2,1,0.755827873,0.075384779,0.168787348
106,70,0,0,0,0,1,0,5,2,0,2015,0,N → N,2,0,0.994674159,0.003043186,0.002282655
120,70,0,0,0,0,1,0,5,2,0,2015,0,N → N,2,0,0.985788514,0.007190898,0.007020588
125,70,0.03,0,0,0,1,0,5,2,0,2015,0,N → N,2,1,0.972182535,0.012902477,0.014914987
164,70,0.11,0,0,1,1,0,5,2,0,2015,1,N → M,2,1,0.922262059,0.031053379,0.046684562
126,116,0,0,0,0,1,0,3,4,0,2015,0,N → N,2,0,0.991633521,0.002995665,0.005370813
162,116,0.01,0,0,1,0,0,3,4,0,2015,1,N → S,2,1,0.954807269,0.007633982,0.037558749
126,116,0.02,0,0,0,1,0,2,4,0,2015,0,N → N,2,1,0.902667306,0.014033621,0.083299072
162,116,0,0,0,1,0,0,2,4,0,2015,1,N → S,2,0,0.759591334,0.028033067,0.212375599
112,65,0,0,0,0,1,0,3,1,1,2015,0,N → N,2,0,0.604782498,0.05721272,0.338004783
120,65,0,0,0,0,1,0,3,1,1,2015,0,N → N,2,0,0.4007912,0.073725573,0.525483227
157,65,0,0,0,1,0,0,3,1,1,2015,1,N → S,2,0,0.991633521,0.002995665,0.005370813
116,106,0,0,0,0,1,0,4,3,3,2015,0,N → N,2,0,0.915450731,0.007983614,0.076565655
164,106,0.02,0,0,1,0,0,4,3,3,2015,1,N → S,2,1,0.836094098,0.013266172,0.15063973
146,134,0.37,0.03,0.03,1,0,0,5,5,0,2015,1,N → S,2,1,0.650828165,0.022936372,0.326235463
174,134,1,0,0.03,1,0,0,5,5,0,2015,0,S → S,2,1,0.476410593,0.050066824,0.473522582
124,113,0,0,0,0,1,0,2,4,0,2015,0,N → N,2,0,0.26612259,0.05812161,0.675755799
147,113,0.98,0,0,1,0,0,2,4,0,2015,1,N → S,2,1,0.991633521,0.002995665,0.005370813
167,113,0.59,0,0,0,2,0,2,4,0,2015,1,S → N,2,1,0.950021685,0.007392929,0.042585386
175,113,0.59,0,0,1,1,0,2,4,0,2015,1,N → M,2,1,0.900315616,0.012746875,0.086937509
108,64,0,0,0,0,1,0,4,4,4,2015,0,N → N,2,0,0.769171273,0.024187998,0.20664073
121,64,0,0,0,0,1,0,4,4,4,2015,0,N → N,2,0,0.410465566,0.045465607,0.544068826
149,64,0.3,0,0,1,0,0,4,4,4,2015,1,N → S,2,1,0.216614452,0.049863293,0.733522255
166,64,0.9,0,0,1,0,0,4,4,4,2015,0,S → S,2,1,0.993189348,0.003286518,0.003524134
108,64,0,0,0,0,1,0,5,3,3,2015,0,N → N,2,0,0.979984928,0.008263343,0.011751728
121,64,0,0,0,0,1,0,5,3,3,2015,0,N → N,2,0,0.957370115,0.015697224,0.026932661
149,64,0.22,0,0,1,0,0,5,3,3,2015,1,N → S,2,1,0.88955671,0.034623042,0.075820249
166,64,1,0,0,1,0,0,5,3,3,2015,0,S → S,2,1,0.743987703,0.068438862,0.187573436
108,64,0,0,0,0,1,0,4,4,4,2015,0,N → N,2,0,0.524727811,0.10721092,0.368061269
121,64,0,0,0,0,1,0,4,4,4,2015,0,N → N,2,0,0.991633521,0.002995665,0.005370813
149,64,0.17,0,0,1,0,0,4,4,4,2015,1,N → S,2,1,0.860252598,0.009738149,0.130009254
166,64,0.03,0,0,1,0,0,4,4,4,2015,0,S → S,2,1,0.773665413,0.013949808,0.212384779
149,89,0,0,0,1,0,0,5,3,3,2015,1,N → S,3,0,0.533466497,0.022833409,0.443700094
175,89,0,0,0,0,1,0,5,3,3,2015,1,S → N,3,0,0.593278185,0.051335973,0.355385843
143,89,0,0,0,0,1,0,5,3,3,2015,0,N → N,3,0,0.368979958,0.066351914,0.564668128
149,89,0,0,0,1,0,0,5,3,3,2015,1,N → S,3,0,0.990725233,0.005527219,0.003747547
175,89,0,0,0,0,1,0,5,3,3,2015,1,S → N,3,0,0.981449003,0.00965365,0.008897347
143,89,0,0,0,0,1,0,5,1,1,2015,0,N → N,3,0,0.966485089,0.016183195,0.017331716
149,89,0,0,0,1,0,0,5,1,1,2015,1,N → S,3,0,0.804179677,0.071308588,0.124511735
175,89,0.01,0,0,0,1,0,5,1,1,2015,1,S → N,3,1,0.595380889,0.125323413,0.279295698
143,89,0,0,0,0,1,0,5,3,3,2015,0,N → N,3,0,0.991818705,0.00278794,0.005393355
149,89,0,0,0,1,0,0,5,3,3,2015,1,N → S,3,0,0.956095401,0.008202513,0.035702087
175,89,0,0,0,0,1,0,5,3,3,2015,1,S → N,3,0,0.924646961,0.01263532,0.062717719
144,118,0,0,0,0,1,0,2,4,0,2015,0,N → N,4,0,0.820303294,0.024897324,0.154799382
144,118,0,0,0,0,1,0,1,4,0,2015,0,N → N,4,0,0.999075428,0.000432653,0.000491919
152,132,0,0,0,1,0,0,1,3,3,2015,1,N → S,4,0,0.994622194,0.001979484,0.003398322
167,125,0,0,0,0,1,0,1,4,4,2015,0,N → N,4,0,0.982863939,0.004809069,0.012326992
179,129,0,0,0,1,1,0,1,4,4,2015,1,N → M,4,0,0.967924111,0.008062212,0.024013677
179,129,0,0,0,1,1,0,1,2,0,2015,1,N → M,4,0,0.906626458,0.019158897,0.074214645
131,112,0.01,0,0,0,1,0,3,3,3,2015,0,N → N,4,1,0.759264171,0.040528556,0.200207272
164,112,0,0,0,1,0,0,3,3,3,2015,1,N → S,4,0,0.539906343,0.064010995,0.396082662
144,118,0,0,0,0,1,0,2,4,0,2015,0,N → N,4,0,0.988094904,0.003258393,0.008646703
152,132,0,0,0,1,0,0,1,3,3,2015,1,N → S,4,0,0.827373362,0.009828482,0.162798156
152,132,0,0,0,1,0,0,1,3,3,2015,1,N → S,4,0,0.7265679,0.013747563,0.259684536
129,113,0,0,0,0,1,0,4,1,1,2015,0,N → N,5,0,0.533259081,0.019619791,0.447121127
140,113,0,0,0,0,1,0,4,1,1,2015,0,N → N,5,0,0.46996899,0.021108983,0.508922027
129,114,0,0,0,0,1,0,4,1,1,2015,0,N → N,5,0,0.259547657,0.028184476,0.712267867
140,114,0,0,0,0,1,0,4,1,1,2015,0,N → N,5,0,0.213821764,0.028345671,0.757832565
129,113,0,0,0,0,1,0,3,3,3,2015,0,N → N,5,0,0.096804317,0.026669619,0.876526064
140,113,0,0,0,0,1,0,3,3,3,2015,0,N → N,5,0,0.320606876,0.642810924,0.036582199
143,115,0,0,0,0,1,0,4,0,0,2015,0,N → N,5,0,0.137801507,0.800672557,0.061525936
140,129,0.01,0,0,0,1,0,3,4,0,2015,0,N → N,5,1,0.020208803,0.863299228,0.11649197
143,129,0.01,0,0,1,0,0,3,4,0,2015,1,N → S,5,1,0.287087997,0.651434961,0.061477042
155,129,0,0,0,1,1,0,3,4,0,2015,1,S → M,5,0,0.118853849,0.781555526,0.099590624
170,129,0,0,0,1,1,0,3,4,0,2015,0,M → M,5,0,0.016620991,0.803569244,0.179809765
141,130,0.01,0,0,0,1,0,3,4,0,2015,0,N → N,5,1,0.287087997,0.651434961,0.061477042
143,130,0.01,0,0,1,1,0,3,4,0,2015,1,N → M,5,1,0.118853849,0.781555526,0.099590624
156,130,0.02,0,0,1,1,0,3,4,0,2015,0,M → M,5,1,0.016620991,0.803569244,0.179809765
175,130,0.02,0,0,1,1,0,3,4,0,2015,0,M → M,5,1,0.228938018,0.729354594,0.041707388
135,128,0.61,0,0,0,1,0,2,4,0,2015,0,N → N,5,1,0.091364353,0.843505939,0.065129709
144,128,0.61,0,0,1,1,0,2,4,0,2015,1,N → M,5,1,0.012807075,0.869322879,0.117870046
155,128,0.02,0,0,1,1,0,2,4,0,2015,0,M → M,5,1,0.319421429,0.643246749,0.037331822
174,128,0.02,0,0,1,1,0,2,4,0,2015,0,M → M,5,1,0.137114547,0.800179909,0.062705545
141,129,0.71,0,0,0,1,0,3,4,0,2015,0,N → N,5,1,0.020208803,0.863299228,0.11649197
143,129,0.71,0,0,1,1,0,3,4,0,2015,1,N → M,5,1,0.320606876,0.642810924,0.036582199
156,129,0.09,0,0,1,1,0,3,4,0,2015,0,M → M,5,1,0.137801507,0.800672557,0.061525936
169,129,0.09,0,0,1,1,0,3,4,0,2015,0,M → M,5,1,0.020208803,0.863299228,0.11649197
114,113,0,0,0,0,1,0,5,3,3,2015,0,N → N,5,0,0.287087997,0.651434961,0.061477042
129,113,0,0,0,0,1,0,5,3,3,2015,0,N → N,5,0,0.118853849,0.781555526,0.099590624
140,113,0,0,0,0,1,0,5,3,3,2015,0,N → N,5,0,0.016620991,0.803569244,0.179809765
180,155,0.11,0,0,1,0,0,2,5,0,2015,1,N → S,6,1,0.29152315,0.649319913,0.059156938
180,155,0,0,0,1,0,0,2,4,0,2015,1,N → S,6,0,0.121230665,0.782507884,0.096261451
180,155,0.04,0,0,1,0,0,1,4,4,2015,1,N → S,6,1,0.019810285,0.857473885,0.12271583
180,155,0.01,0,0,1,0,0,1,4,0,2015,1,N → S,6,1,0.169139159,0.700895251,0.129965589
180,157,0,0,0,1,0,0,2,3,3,2015,1,N → S,6,0,0.062439485,0.749823112,0.187737403
180,159,0.01,0,0,1,0,0,1,4,0,2015,1,N → S,6,1,0.012807075,0.869322879,0.117870046
180,155,0.01,0,0,1,0,0,2,1,1,2015,1,N → S,6,1,0.221229039,0.729941445,0.048829517
180,159,0,0,0,1,0,0,2,4,0,2015,1,N → S,6,0,0.087524296,0.83688364,0.075592064
180,157,0,0,0,1,0,0,2,3,3,2015,1,N → S,6,0,0.012128451,0.852631896,0.135239654
180,156,0,0,0,1,0,0,2,3,3,2015,1,N → S,6,0,0.268085147,0.649644576,0.082270277
180,156,0,0,0,1,0,0,3,1,1,2015,1,N → S,6,0,0.108420487,0.761386152,0.130193361
147,135,0,0,0,0,1,0,5,4,4,2015,1,S → N,7,0,0.016620991,0.803569244,0.179809765
173,135,0,0,0,0,1,0,5,4,4,2015,0,N → N,7,0,0.323500966,0.631515825,0.044983208
146,135,0,0,0,0,1,0,5,2,2,2015,1,S → N,7,0,0.138864316,0.785579018,0.075556666
173,135,0,0,0,0,1,0,5,2,2,2015,0,N → N,7,0,0.020581777,0.844875041,0.134543181
147,135,0,0,0,0,1,0,5,1,1,2015,1,S → N,7,0,0.282039257,0.633459075,0.084501668
173,135,0,0,0,0,1,0,5,1,1,2015,0,N → N,7,0,0.115192179,0.749760494,0.135047327
147,138,0,0,0,0,1,0,5,0,0,2015,1,S → N,7,0,0.019300085,0.824132494,0.156567421
174,138,0,0,0,0,1,0,5,0,0,2015,0,N → N,7,0,0.320606876,0.642810924,0.036582199
92,90,0,0,0,0,1,0,2,1,1,2015,0,N → N,7,0,0.137801507,0.800672557,0.061525936
138,90,0,0,0,1,0,0,2,1,1,2015,1,N → S,7,0,0.020208803,0.863299228,0.11649197
147,90,0,0,0,0,1,0,2,1,1,2015,1,S → N,7,0,0.287087997,0.651434961,0.061477042
170,90,0,0,0,0,1,0,2,1,1,2015,0,N → N,7,0,0.118853849,0.781555526,0.099590624
154,140,0,0,0,0,1,0,4,3,3,2015,1,S → N,7,0,0.016620991,0.803569244,0.179809765
173,140,0,0,0,0,1,0,4,3,3,2015,0,N → N,7,0,0.320606876,0.642810924,0.036582199
146,135,0,0,0,0,1,0,5,3,3,2015,1,S → N,7,0,0.137801507,0.800672557,0.061525936
170,135,0,0,0,0,1,0,5,3,3,2015,0,N → N,7,0,0.020208803,0.863299228,0.11649197
146,138,0,0,0,0,1,0,5,3,3,2015,1,S → N,7,0,0.320606876,0.642810924,0.036582199
170,138,0,0,0,0,1,0,5,3,3,2015,0,N → N,7,0,0.137801507,0.800672557,0.061525936
170,150,0,0,0,0,1,0,5,3,3,2015,0,N → N,7,0,0.020208803,0.863299228,0.11649197
90,89,0,0,0,0,1,0,3,1,1,2015,0,N → N,7,0,0.287087997,0.651434961,0.061477042
138,89,0,0,0,1,0,0,3,1,1,2015,1,N → S,7,0,0.118853849,0.781555526,0.099590624
147,89,0,0,0,0,1,0,3,1,1,2015,1,S → N,7,0,0.016620991,0.803569244,0.179809765
170,89,0,0,0,0,1,0,3,1,1,2015,0,N → N,7,0,0.32722192,0.630436918,0.042341163
138,89,0,0,0,1,0,0,3,1,1,2015,1,N → S,7,0,0.141051519,0.78753085,0.07141763
147,89,0,0,0,0,1,0,3,1,1,2015,1,S → N,7,0,0.020581777,0.844875041,0.134543181
171,89,0,0,0,0,1,0,3,1,1,2015,0,N → N,7,0,0.32722192,0.630436918,0.042341163
146,135,0,0,0,0,1,0,4,3,3,2015,1,S → N,7,0,0.141051519,0.78753085,0.07141763
173,135,0,0,0,0,1,0,4,3,3,2015,0,N → N,7,0,0.020581777,0.844875041,0.134543181
149,138,0,0,0,0,1,0,1,3,3,2015,1,S → N,7,0,0.993768528,0.00608642,0.000145052
171,138,0,0,0,0,1,0,1,3,3,2015,0,N → N,7,0,0.949063958,0.048814998,0.002121044
171,149,0,0,0,0,1,0,1,1,1,2015,0,N → N,7,0,0.885842693,0.108159078,0.005998229
154,140,0,0,0,0,1,0,5,3,3,2015,1,S → N,7,0,0.632191944,0.33778414,0.030023916
174,140,0,0,0,0,1,0,5,3,3,2015,0,N → N,7,0,0.465036625,0.483152303,0.051811072
149,138,0,0,0,0,1,0,1,3,3,2015,1,S → N,7,0,0.055362067,0.518810941,0.425826991
171,138,0,0,0,0,1,0,1,3,3,2015,0,N → N,7,0,0.993161817,0.006584693,0.00025349
173,138,0,0,0,0,1,0,5,3,3,2015,1,S → N,7,0,0.927520125,0.067381801,0.005098074
149,138,0,0,0,0,1,0,3,4,0,2015,1,S → N,7,0,0.831638719,0.153279195,0.015082086
170,138,0,0,0,0,1,0,3,4,0,2015,0,N → N,7,0,0.775036499,0.201828909,0.023134592
138,89,0,0,0,1,0,0,5,0,0,2015,1,N → S,7,0,0.178140834,0.642681089,0.179178077
149,89,0,0,0,0,1,0,5,0,0,2015,1,S → N,7,0,0.746461869,0.249195892,0.004342238
170,89,0,0,0,0,1,0,5,0,0,2015,0,N → N,7,0,0.6013993,0.390393671,0.00820703
