spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,synthetic,nonsynthetic,year,group,mi,Grower,NonSynthetic,Synthetic,Mixture
162,140,0,0,0,0,1,3,3,0,2,2014,NonSynthetic,0,6,0.790653226,0.12669801,0.082648764
140,140,0,0,0,0,2,3,3,0,1,2014,NonSynthetic,0,6,0.949560332,0.035231553,0.015208114
167,140,0,0,0,0,2,3,3,0,2,2014,NonSynthetic,0,6,0.722773191,0.161506157,0.115720652
140,140,0,0,0,0,3,1,1,0,1,2014,NonSynthetic,0,6,0.949906753,0.036677639,0.013415608
167,140,0,0,0,0,3,1,1,0,2,2014,NonSynthetic,0,6,0.727948117,0.169277268,0.102774615
133,133,0,0,0,0,1,4,4,0,2,2014,NonSynthetic,0,7,0.921908462,0.075833361,0.002258177
134,133,0,0,0,0,1,4,4,0,2,2014,NonSynthetic,0,7,0.91694286,0.080611209,0.002445931
156,133,0,0,0,0,1,4,4,1,0,2014,Synthetic,0,7,0.715769025,0.271769417,0.012461558
163,133,0.01,0,0,0,1,4,4,1,0,2014,Synthetic,1,7,0.609822653,0.370423891,0.019753456
183,133,0.01,0,0,0,1,4,4,0,1,2014,NonSynthetic,1,7,0.287770514,0.660929183,0.051300303
184,133,0.01,0,0,0,1,4,4,0,1,2014,NonSynthetic,1,7,0.274063901,0.67273052,0.053205579
133,133,0,0,0,0,1,2,2,0,2,2014,NonSynthetic,0,7,0.894796962,0.103338412,0.001864627
134,133,0,0,0,0,1,2,2,0,2,2014,NonSynthetic,0,7,0.888337294,0.109646768,0.002015937
156,133,0,0,0,0,1,2,2,1,0,2014,Synthetic,0,7,0.646040112,0.344391119,0.009568769
163,133,0,0,0,0,1,2,2,1,0,2014,Synthetic,0,7,0.533048853,0.452609945,0.014341202
180,133,0,0,0,0,1,2,2,1,1,2014,Mixture,0,7,0.267059821,0.702322936,0.030617243
133,133,0,0,0,0,2,1,1,0,2,2014,NonSynthetic,0,7,0.93110981,0.067674927,0.001215263
134,133,0,0,0,0,2,1,1,0,2,2014,NonSynthetic,0,7,0.926697271,0.071985568,0.001317161
156,133,0,0,0,0,2,1,1,1,0,2014,Synthetic,0,7,0.743622288,0.249479272,0.00689844
163,133,0.02,0,0,0,2,1,1,1,0,2014,Synthetic,1,7,0.642360334,0.346283403,0.011356263
180,133,0.02,0,0,0,2,1,1,1,1,2014,Mixture,1,7,0.364301384,0.608254039,0.027444578
133,133,0,0,0,0,1,0,0,0,2,2014,NonSynthetic,0,7,0.937564126,0.059375979,0.003059895
134,133,0,0,0,0,1,0,0,0,2,2014,NonSynthetic,0,7,0.933498627,0.063183568,0.003317805
155,133,0,0,0,0,1,0,0,1,0,2014,Synthetic,0,7,0.772309226,0.2112397,0.016451074
163,133,0,0,0,0,1,0,0,1,0,2014,Synthetic,0,7,0.6632381,0.308815483,0.027946417
132,132,0.01,0,0,0,3,1,1,0,2,2014,NonSynthetic,1,7,0.936076856,0.062753962,0.001169183
133,132,0.01,0,0,0,3,1,1,0,2,2014,NonSynthetic,1,7,0.931958435,0.066773916,0.001267649
155,132,0.01,0,0,0,3,1,1,1,0,2014,Synthetic,1,7,0.758539071,0.234726853,0.006734076
168,132,0.02,0,0,0,3,1,1,1,0,2014,Synthetic,1,7,0.566460884,0.417932804,0.015606312
183,132,0.02,0,0,0,3,1,1,0,1,2014,NonSynthetic,1,7,0.3226296,0.645432223,0.031938178
135,135,0.05,0,0,0,2,3,3,0,2,2014,NonSynthetic,1,7,0.920333449,0.077907162,0.001759389
154,135,0.05,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.763860951,0.228759439,0.00737961
163,135,0.041237113,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.639730786,0.347232372,0.013036842
181,135,0.041237113,0,0,0,2,3,3,0,1,2014,NonSynthetic,1,7,0.34586933,0.621422377,0.032708293
127,127,0,0,0,0,1,3,3,0,1,2014,NonSynthetic,0,7,0.958887927,0.040168097,0.000943976
134,127,0.01,0,0,0,1,3,3,0,1,2014,NonSynthetic,1,7,0.935586706,0.062699663,0.00171363
135,127,0.01,0,0,0,1,3,3,0,2,2014,NonSynthetic,1,7,0.931428965,0.066713168,0.001857866
163,127,0,0,0,0,1,3,3,1,0,2014,Synthetic,0,7,0.675582252,0.310095455,0.014322294
180,127,0,0,0,0,1,3,3,1,1,2014,Mixture,0,7,0.398093211,0.565943607,0.035963182
154,154,0,0,0,0,2,3,3,1,0,2014,Synthetic,0,7,0.702189263,0.293479659,0.004331077
163,154,0.01,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.562631415,0.429711399,0.007657187
127,127,0,0,0,0,1,3,3,0,2,2014,NonSynthetic,0,7,0.958887927,0.040168097,0.000943976
154,127,0.04,0,0,0,1,3,3,1,0,2014,Synthetic,1,7,0.788905854,0.202548463,0.008545683
163,127,0.03,0,0,0,1,3,3,1,0,2014,Synthetic,1,7,0.672105941,0.312582248,0.01531181
181,127,0.03,0,0,0,1,3,3,0,1,2014,NonSynthetic,1,7,0.378040936,0.581992361,0.039966703
127,127,0,0,0,0,1,1,1,0,2,2014,NonSynthetic,0,7,0.957430821,0.041738033,0.000831145
135,127,0,0,0,0,1,1,1,0,2,2014,NonSynthetic,0,7,0.929429809,0.068974166,0.001596025
142,127,0,0,0,0,1,1,1,0,1,2014,NonSynthetic,0,7,0.891803031,0.105415245,0.002781724
154,127,0,0,0,0,1,1,1,1,0,2014,Synthetic,0,7,0.786644476,0.20652893,0.006826594
163,127,0.01,0,0,0,1,1,1,1,0,2014,Synthetic,1,7,0.667148586,0.320076686,0.012774728
183,127,0.01,0,0,0,1,1,1,0,1,2014,NonSynthetic,1,7,0.342534721,0.621368554,0.036096724
155,155,0,0,0,0,3,1,1,1,0,2014,Synthetic,0,7,0.675928087,0.320136997,0.003934916
167,155,0,0,0,0,3,1,1,1,0,2014,Synthetic,0,7,0.48352015,0.50864862,0.00783123
182,155,0,0,0,0,3,1,1,0,1,2014,NonSynthetic,0,7,0.255714328,0.729404194,0.014881478
183,155,0,0,0,0,3,1,1,0,1,2014,NonSynthetic,0,7,0.243194836,0.741392523,0.015412641
127,127,0,0,0,0,1,3,3,0,2,2014,NonSynthetic,0,7,0.958887927,0.040168097,0.000943976
155,127,0.02,0,0,0,1,3,3,1,0,2014,Synthetic,1,7,0.779271564,0.211966383,0.008762052
168,127,0.05,0,0,0,1,3,3,1,0,2014,Synthetic,1,7,0.59141949,0.386929444,0.021651065
181,127,0.05,0,0,0,1,3,3,0,1,2014,NonSynthetic,1,7,0.375380467,0.582983679,0.041635853
127,127,0,0,0,0,2,3,3,0,2,2014,NonSynthetic,0,7,0.958887927,0.040168097,0.000943976
132,127,0,0,0,0,2,3,3,0,2,2014,NonSynthetic,0,7,0.943465833,0.055111583,0.001422583
155,127,0,0,0,0,2,3,3,1,0,2014,Synthetic,0,7,0.78103676,0.210592725,0.008370515
168,127,0.05,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.59141949,0.386929444,0.021651065
180,127,0.05,0,0,0,2,3,3,1,1,2014,Mixture,1,7,0.391392593,0.568743791,0.039863617
135,135,0.03,0,0,0,2,3,3,0,2,2014,NonSynthetic,1,7,0.921035493,0.077286256,0.00167825
136,135,0.03,0,0,0,2,3,3,0,2,2014,NonSynthetic,1,7,0.916030602,0.082151698,0.0018177
154,135,0.03,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.765653993,0.227295582,0.007050426
168,135,0.02,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.561946108,0.421385136,0.016668756
182,135,0.02,0,0,0,2,3,3,0,1,2014,NonSynthetic,1,7,0.333297453,0.634082516,0.032620031
156,156,0,0,0,0,5,3,3,1,0,2014,Synthetic,0,7,0.665487259,0.329810394,0.004702348
180,156,0.04,0,0,0,5,3,3,0,1,2014,NonSynthetic,1,7,0.281822627,0.701211181,0.016966192
136,136,0.05,0,0,0,2,3,3,0,1,2014,NonSynthetic,1,7,0.913888616,0.084241449,0.001869935
154,136,0.05,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.760673272,0.232103984,0.007222743
168,136,0.06,0,0,0,2,3,3,1,0,2014,Synthetic,1,7,0.552602473,0.429664664,0.017732863
182,136,0.06,0,0,0,2,3,3,0,1,2014,NonSynthetic,1,7,0.32483237,0.640774697,0.034392933
132,132,0.03,0,0,0,2,4,0,0,2,2014,NonSynthetic,1,7,0.941438425,0.055476716,0.003084859
133,132,0.03,0,0,0,2,4,0,0,2,2014,NonSynthetic,1,7,0.93760435,0.059049891,0.003345759
155,132,0.03,0,0,0,2,4,0,1,0,2014,Synthetic,1,7,0.772025884,0.209993505,0.01798061
168,132,0,0,0,0,2,4,0,1,0,2014,Synthetic,0,7,0.587226877,0.374213196,0.038559926
169,132,0,0,0,0,2,4,0,1,0,2014,Synthetic,0,7,0.570586557,0.38861125,0.040802194
182,132,0,0,0,0,2,4,0,1,1,2014,Mixture,0,7,0.352932124,0.570602411,0.076465464
132,132,0,0,0,0,1,0,0,0,2,2014,NonSynthetic,0,7,0.942323032,0.054803617,0.002873351
154,132,0,0,0,0,1,0,0,1,0,2014,Synthetic,0,7,0.786731999,0.197610833,0.015657168
168,132,0,0,0,0,1,0,0,1,0,2014,Synthetic,0,7,0.587226877,0.374213196,0.038559926
183,132,0,0,0,0,1,0,0,0,1,2014,NonSynthetic,0,7,0.337397842,0.582995728,0.07960643
132,132,0.01,0,0,0,3,3,3,0,2,2014,NonSynthetic,1,7,0.938230564,0.0604405,0.001328935
154,132,0.01,0,0,0,3,3,3,1,0,2014,Synthetic,1,7,0.776718543,0.216100945,0.007180512
168,132,0.03,0,0,0,3,3,3,1,0,2014,Synthetic,1,7,0.573367816,0.408283487,0.018348697
184,132,0.03,0,0,0,3,3,3,0,1,2014,NonSynthetic,1,7,0.313598486,0.647132215,0.039269299
132,132,0.01,0,0,0,4,1,1,0,2,2014,NonSynthetic,1,7,0.936076856,0.062753962,0.001169183
154,132,0.01,0,0,0,4,1,1,1,0,2014,Synthetic,1,7,0.770600578,0.223117426,0.006281996
168,132,0,0,0,0,4,1,1,1,0,2014,Synthetic,0,7,0.568951721,0.41610763,0.014940649
135,135,0.13,0,0,0.04,2,3,3,0,2,2014,NonSynthetic,1,7,0.917441809,0.080433282,0.00212491
154,135,0.13,0,0,0.04,2,3,3,1,0,2014,Synthetic,1,7,0.756505375,0.234639874,0.008854751
164,135,0.16,0,0,0.04,2,3,3,1,0,2014,Synthetic,1,7,0.609533612,0.372480434,0.017985954
181,135,0.16,0,0,0.04,2,3,3,0,1,2014,NonSynthetic,1,7,0.331299194,0.627043116,0.04165769
132,132,0,0,0,0,1,3,3,0,2,2014,NonSynthetic,0,7,0.938508155,0.060194026,0.001297819
154,132,0,0,0,0,1,3,3,1,0,2014,Synthetic,0,7,0.777585638,0.215396225,0.007018137
167,132,0.01,0,0,0,1,3,3,1,0,2014,Synthetic,1,7,0.592255005,0.391156284,0.016588711
132,132,0,0,0,0,1,1,1,0,2,2014,NonSynthetic,0,7,0.936359737,0.062498449,0.001141814
154,132,0,0,0,0,1,1,1,1,0,2014,Synthetic,0,7,0.77146809,0.222391914,0.006139997
167,132,0,0,0,0,1,1,1,1,0,2014,Synthetic,0,7,0.585336692,0.400548724,0.014114584
180,132,0,0,0,0,1,1,1,1,1,2014,Mixture,0,7,0.370716566,0.602199203,0.027084231
134,134,0,0,0,0,3,3,3,0,2,2014,NonSynthetic,0,7,0.927956126,0.070573808,0.001470066
155,134,0,0,0,0,3,3,3,1,0,2014,Synthetic,0,7,0.759400555,0.233389266,0.007210179
163,134,0.02,0,0,0,3,3,3,1,0,2014,Synthetic,1,7,0.646205674,0.341061177,0.012733149
184,134,0.02,0,0,0,3,3,3,0,1,2014,NonSynthetic,1,7,0.307605176,0.656068244,0.03632658
134,134,0,0,0,0,4,4,4,0,2,2014,NonSynthetic,0,7,0.915588381,0.082011199,0.002400419
155,134,0,0,0,0,4,4,4,1,0,2014,Synthetic,0,7,0.725859067,0.262735679,0.011405254
163,134,0,0,0,0,4,4,4,1,0,2014,Synthetic,0,7,0.607065725,0.374065573,0.018868701
184,134,0,0,0,0,4,4,4,0,1,2014,NonSynthetic,0,7,0.272011141,0.677317938,0.050670921
134,134,0,0,0,0,1,0,0,0,2,2014,NonSynthetic,0,7,0.932439844,0.064302967,0.003257189
155,134,0,0,0,0,1,0,0,1,0,2014,Synthetic,0,7,0.769458887,0.214431936,0.016109177
163,134,0,0,0,0,1,0,0,1,0,2014,Synthetic,0,7,0.659709572,0.312969568,0.02732086
120,120,0,0,0,0,4,5,0,0,1,2014,NonSynthetic,0,8,0.992226424,0.00275266,0.005020917
135,120,0.28,0,0,0,4,5,0,0,1,2014,NonSynthetic,1,8,0.957765769,0.008145143,0.034089088
142,120,0.28,0,0,0,4,5,0,0,2,2014,NonSynthetic,1,8,0.927474129,0.012563361,0.05996251
154,120,0.28,0,0,0,4,5,0,0,2,2014,NonSynthetic,1,8,0.826476057,0.024865788,0.148658155
121,121,0,0,0,0,3,4,0,0,1,2014,NonSynthetic,0,8,0.991633521,0.002995665,0.005370813
142,121,1,0,0,0,3,4,0,0,2,2014,NonSynthetic,1,8,0.7265679,0.013747563,0.259684536
154,121,1,0,0,0,3,4,0,0,2,2014,NonSynthetic,1,8,0.491062353,0.020637357,0.488300289
120,120,0,0,0,0,4,1,1,0,1,2014,NonSynthetic,0,8,0.99481943,0.003167401,0.002013169
132,120,0,0,0,0,4,1,1,0,1,2014,NonSynthetic,0,8,0.987457462,0.006983049,0.005559489
142,120,0,0,0,0,4,1,1,0,2,2014,NonSynthetic,0,8,0.97374884,0.013389991,0.01286117
157,120,0,0,0,0,4,1,1,0,2,2014,NonSynthetic,0,8,0.921876718,0.034372891,0.043750391
120,120,0.01,0.01,0,0.01,3,3,3,0,1,2014,NonSynthetic,1,8,0.994605746,0.00305634,0.002337914
134,120,0.02,0,0.01,0.01,3,3,3,0,1,2014,NonSynthetic,1,8,0.984470575,0.007708784,0.007820641
143,120,0.02,0,0,0.01,3,3,3,0,2,2014,NonSynthetic,1,8,0.969594034,0.01381335,0.016592616
156,120,0.02,0,0,0.01,3,3,3,0,1,2014,NonSynthetic,1,8,0.921092437,0.031150203,0.04775736
172,120,0.06,0,0,0.01,3,3,3,1,1,2014,Mixture,1,8,0.755827873,0.075384779,0.168787348
120,120,0,0,0,0,4,3,3,0,1,2014,NonSynthetic,0,8,0.994674159,0.003043186,0.002282655
133,120,0.01,0,0,0,4,3,3,0,1,2014,NonSynthetic,1,8,0.985788514,0.007190898,0.007020588
142,120,0.01,0,0,0,4,3,3,0,2,2014,NonSynthetic,1,8,0.972182535,0.012902477,0.014914987
156,120,0.01,0,0,0,4,3,3,0,2,2014,NonSynthetic,1,8,0.922262059,0.031053379,0.046684562
121,121,0,0,0,0,1,4,0,0,1,2014,NonSynthetic,0,8,0.991633521,0.002995665,0.005370813
133,121,0.4,0,0,0,1,4,0,0,1,2014,NonSynthetic,1,8,0.954807269,0.007633982,0.037558749
143,121,0.4,0,0,0,1,4,0,0,2,2014,NonSynthetic,1,8,0.902667306,0.014033621,0.083299072
156,121,0.4,0,0,0,1,4,0,0,1,2014,NonSynthetic,1,8,0.759591334,0.028033067,0.212375599
172,121,0.12,0,0,0,1,4,0,1,1,2014,Mixture,1,8,0.604782498,0.05721272,0.338004783
182,121,0.12,0,0,0,1,4,0,1,1,2014,Mixture,1,8,0.4007912,0.073725573,0.525483227
121,121,0,0,0,0,4,4,0,0,1,2014,NonSynthetic,0,8,0.991633521,0.002995665,0.005370813
132,121,0.75,0,0,0,4,4,0,0,1,2014,NonSynthetic,1,8,0.915450731,0.007983614,0.076565655
141,121,0.75,0,0,0,4,4,0,0,2,2014,NonSynthetic,1,8,0.836094098,0.013266172,0.15063973
153,121,0.75,0,0,0,4,4,0,0,2,2014,NonSynthetic,1,8,0.650828165,0.022936372,0.326235463
172,121,0.36,0,0,0,4,4,0,1,1,2014,Mixture,1,8,0.476410593,0.050066824,0.473522582
183,121,0.36,0,0,0,4,4,0,1,1,2014,Mixture,1,8,0.26612259,0.05812161,0.675755799
121,121,0,0,0,0,3,4,0,0,1,2014,NonSynthetic,0,8,0.991633521,0.002995665,0.005370813
132,121,0.49,0,0,0,3,4,0,0,1,2014,NonSynthetic,1,8,0.950021685,0.007392929,0.042585386
141,121,0.49,0,0,0,3,4,0,0,2,2014,NonSynthetic,1,8,0.900315616,0.012746875,0.086937509
153,121,0.49,0,0,0,3,4,0,0,2,2014,NonSynthetic,1,8,0.769171273,0.024187998,0.20664073
172,121,0.48,0,0,0,3,4,0,1,1,2014,Mixture,1,8,0.410465566,0.045465607,0.544068826
183,121,0.48,0,0,0,3,4,0,1,1,2014,Mixture,1,8,0.216614452,0.049863293,0.733522255
119,119,0,0,0,0,4,4,4,0,1,2014,NonSynthetic,0,8,0.993189348,0.003286518,0.003524134
133,119,0.01,0,0,0,4,4,4,0,1,2014,NonSynthetic,1,8,0.979984928,0.008263343,0.011751728
143,119,0.01,0,0,0,4,4,4,0,2,2014,NonSynthetic,1,8,0.957370115,0.015697224,0.026932661
156,119,0.01,0,0,0,4,4,4,0,1,2014,NonSynthetic,1,8,0.88955671,0.034623042,0.075820249
169,119,0,0,0,0,4,4,4,1,1,2014,Mixture,0,8,0.743987703,0.068438862,0.187573436
181,119,0,0,0,0,4,4,4,1,1,2014,Mixture,0,8,0.524727811,0.10721092,0.368061269
121,121,0,0,0,0,3,4,0,0,1,2014,NonSynthetic,0,8,0.991633521,0.002995665,0.005370813
135,121,0.89,0,0,0,3,4,0,0,1,2014,NonSynthetic,1,8,0.860252598,0.009738149,0.130009254
142,121,0.89,0,0,0,3,4,0,0,2,2014,NonSynthetic,1,8,0.773665413,0.013949808,0.212384779
155,121,0.89,0,0,0,3,4,0,0,1,2014,NonSynthetic,1,8,0.533466497,0.022833409,0.443700094
170,121,0.22,0,0,0,3,4,0,1,1,2014,Mixture,1,8,0.593278185,0.051335973,0.355385843
181,121,0.22,0,0,0,3,4,0,1,1,2014,Mixture,1,8,0.368979958,0.066351914,0.564668128
127,127,0.01,0,0,0.01,5,3,3,0,1,2014,NonSynthetic,1,8,0.990725233,0.005527219,0.003747547
135,127,0.09,0,0,0.01,5,3,3,0,1,2014,NonSynthetic,1,8,0.981449003,0.00965365,0.008897347
143,127,0.09,0,0,0.01,5,3,3,0,2,2014,NonSynthetic,1,8,0.966485089,0.016183195,0.017331716
168,127,0.1,0,0,0.01,5,3,3,0,1,2014,NonSynthetic,1,8,0.804179677,0.071308588,0.124511735
181,127,0.1,0,0,0.01,5,3,3,0,1,2014,NonSynthetic,1,8,0.595380889,0.125323413,0.279295698
120,120,0.03,0,0,0.03,5,5,0,0,1,2014,NonSynthetic,1,8,0.991818705,0.00278794,0.005393355
135,120,0.3,0,0,0.03,5,5,0,0,1,2014,NonSynthetic,1,8,0.956095401,0.008202513,0.035702087
142,120,0.3,0,0,0.03,5,5,0,0,2,2014,NonSynthetic,1,8,0.924646961,0.01263532,0.062717719
154,120,0.3,0,0,0.03,5,5,0,0,2,2014,NonSynthetic,1,8,0.820303294,0.024897324,0.154799382
97,97,0.01,0,0,0,5,3,3,0,2,2014,NonSynthetic,1,8,0.999075428,0.000432653,0.000491919
120,97,0,0,0,0,5,3,3,0,1,2014,NonSynthetic,0,8,0.994622194,0.001979484,0.003398322
133,97,0.08,0,0,0,5,3,3,0,1,2014,NonSynthetic,1,8,0.982863939,0.004809069,0.012326992
141,97,0.08,0,0,0,5,3,3,0,2,2014,NonSynthetic,1,8,0.967924111,0.008062212,0.024013677
155,97,0.08,0,0,0,5,3,3,0,1,2014,NonSynthetic,1,8,0.906626458,0.019158897,0.074214645
169,97,0.07,0,0,0,5,3,3,0,1,2014,NonSynthetic,1,8,0.759264171,0.040528556,0.200207272
181,97,0.07,0,0,0,5,3,3,1,1,2014,Mixture,1,8,0.539906343,0.064010995,0.396082662
121,121,0.2,0.03,0,0.2,2,4,0,0,1,2014,NonSynthetic,1,8,0.988094904,0.003258393,0.008646703
135,121,1,0,0.03,0.2,2,4,0,0,1,2014,NonSynthetic,1,8,0.827373362,0.009828482,0.162798156
142,121,1,0,0,0.2,2,4,0,0,2,2014,NonSynthetic,1,8,0.7265679,0.013747563,0.259684536
152,121,1,0,0,0.2,2,4,0,0,2,2014,NonSynthetic,1,8,0.533259081,0.019619791,0.447121127
155,121,1,0,0,0.2,2,4,0,0,1,2014,NonSynthetic,1,8,0.46996899,0.021108983,0.508922027
169,121,0.89,0,0,0.2,2,4,0,1,1,2014,Mixture,1,8,0.259547657,0.028184476,0.712267867
172,121,0.89,0,0,0.2,2,4,0,1,1,2014,Mixture,1,8,0.213821764,0.028345671,0.757832565
183,121,0.89,0,0,0.2,2,4,0,1,1,2014,Mixture,1,8,0.096804317,0.026669619,0.876526064
127,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.320606876,0.642810924,0.036582199
143,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.137801507,0.800672557,0.061525936
173,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.020208803,0.863299228,0.11649197
127,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.287087997,0.651434961,0.061477042
143,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.118853849,0.781555526,0.099590624
173,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.016620991,0.803569244,0.179809765
127,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.287087997,0.651434961,0.061477042
143,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.118853849,0.781555526,0.099590624
173,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.016620991,0.803569244,0.179809765
127,127,0,0,0,0,5,2,2,1,0,2015,Synthetic,0,1,0.228938018,0.729354594,0.041707388
143,127,0,0,0,0,5,2,2,1,0,2015,Synthetic,0,1,0.091364353,0.843505939,0.065129709
173,127,0,0,0,0,5,2,2,1,0,2015,Synthetic,0,1,0.012807075,0.869322879,0.117870046
127,127,0.01,0,0,0,4,1,1,1,0,2015,Synthetic,1,1,0.319421429,0.643246749,0.037331822
143,127,0.01,0,0,0,4,1,1,1,0,2015,Synthetic,1,1,0.137114547,0.800179909,0.062705545
173,127,0,0,0,0,4,1,1,1,0,2015,Synthetic,0,1,0.020208803,0.863299228,0.11649197
127,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.320606876,0.642810924,0.036582199
143,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.137801507,0.800672557,0.061525936
173,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.020208803,0.863299228,0.11649197
127,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.287087997,0.651434961,0.061477042
143,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.118853849,0.781555526,0.099590624
173,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.016620991,0.803569244,0.179809765
127,127,0.24,0,0,0.005,5,1,1,1,0,2015,Synthetic,1,1,0.29152315,0.649319913,0.059156938
143,127,0.24,0,0,0.005,5,1,1,1,0,2015,Synthetic,1,1,0.121230665,0.782507884,0.096261451
173,127,0.03,0,0,0.005,5,1,1,1,0,2015,Synthetic,1,1,0.019810285,0.857473885,0.12271583
127,127,0.6,0,0,0.01,4,2,2,1,0,2015,Synthetic,1,1,0.169139159,0.700895251,0.129965589
143,127,0.6,0,0,0.01,4,2,2,1,0,2015,Synthetic,1,1,0.062439485,0.749823112,0.187737403
173,127,0,0,0,0.01,4,2,2,1,0,2015,Synthetic,0,1,0.012807075,0.869322879,0.117870046
127,127,0.08,0,0,0,5,2,2,1,0,2015,Synthetic,1,1,0.221229039,0.729941445,0.048829517
143,127,0.08,0,0,0,5,2,2,1,0,2015,Synthetic,1,1,0.087524296,0.83688364,0.075592064
173,127,0.08,0,0,0,5,2,2,1,0,2015,Synthetic,1,1,0.012128451,0.852631896,0.135239654
127,127,0.15,0,0,0,5,4,4,1,0,2015,Synthetic,1,1,0.268085147,0.649644576,0.082270277
143,127,0.15,0,0,0,5,4,4,1,0,2015,Synthetic,1,1,0.108420487,0.761386152,0.130193361
173,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.016620991,0.803569244,0.179809765
127,127,0.03,0,0,0,4,3,3,1,0,2015,Synthetic,1,1,0.323500966,0.631515825,0.044983208
143,127,0.03,0,0,0,4,3,3,1,0,2015,Synthetic,1,1,0.138864316,0.785579018,0.075556666
173,127,0,0,0,0,4,3,3,1,0,2015,Synthetic,0,1,0.020581777,0.844875041,0.134543181
127,127,0.35,0,0,0,3,3,3,1,0,2015,Synthetic,1,1,0.282039257,0.633459075,0.084501668
143,127,0.35,0,0,0,3,3,3,1,0,2015,Synthetic,1,1,0.115192179,0.749760494,0.135047327
173,127,0.09,0,0,0,3,3,3,1,0,2015,Synthetic,1,1,0.019300085,0.824132494,0.156567421
127,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.320606876,0.642810924,0.036582199
143,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.137801507,0.800672557,0.061525936
173,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.020208803,0.863299228,0.11649197
127,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.287087997,0.651434961,0.061477042
143,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.118853849,0.781555526,0.099590624
173,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.016620991,0.803569244,0.179809765
127,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.320606876,0.642810924,0.036582199
143,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.137801507,0.800672557,0.061525936
173,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.020208803,0.863299228,0.11649197
127,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.320606876,0.642810924,0.036582199
143,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.137801507,0.800672557,0.061525936
173,127,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,1,0.020208803,0.863299228,0.11649197
127,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.287087997,0.651434961,0.061477042
143,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.118853849,0.781555526,0.099590624
173,127,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,1,0.016620991,0.803569244,0.179809765
127,127,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,1,0.32722192,0.630436918,0.042341163
143,127,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,1,0.141051519,0.78753085,0.07141763
173,127,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,1,0.020581777,0.844875041,0.134543181
127,127,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,1,0.32722192,0.630436918,0.042341163
143,127,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,1,0.141051519,0.78753085,0.07141763
173,127,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,1,0.020581777,0.844875041,0.134543181
66,66,0,0,0,0,4,4,4,0,2,2015,NonSynthetic,0,2,0.993768528,0.00608642,0.000145052
98,66,0,0,0,0,4,4,4,0,1,2015,NonSynthetic,0,2,0.949063958,0.048814998,0.002121044
111,66,0,0,0,0,4,4,4,0,1,2015,NonSynthetic,0,2,0.885842693,0.108159078,0.005998229
